1.000000000000000000e+01 -1.827925925925925621e-01 7.177777777777771644e-03 6.763463119710078075e-01 3.117025929725544819e-02
9.551724137931033809e+00 -1.803407407407407181e-01 9.690304574340486907e-03 6.767964778203017229e-01 3.073290203914928395e-02
9.103448275862069394e+00 -2.550296296296296061e-01 1.268888888888889191e-02 6.602651023444203737e-01 4.449503781337307839e-02
8.655172413793103203e+00 -2.415925925925925255e-01 3.368152709557142160e-02 6.636729550736535366e-01 4.194323154333640113e-02
8.206896551724138789e+00 -2.529037037037036306e-01 1.906666666666666926e-02 6.608170959028427660e-01 4.408874126624249407e-02
7.758620689655172598e+00 -2.183629629629629532e-01 3.852631616229401645e-02 6.691128124432944579e-01 3.761647429708703250e-02
7.310344827586206407e+00 -2.563999999999999058e-01 8.577777777777776183e-03 6.599067257712267764e-01 4.475746290035229752e-02
6.862068965517241104e+00 -2.541111111111110654e-01 1.032823450467401476e-02 6.605041870949688310e-01 4.431937372102875278e-02
6.413793103448275801e+00 -2.466444444444443884e-01 2.619328912263078554e-02 6.624142884033750178e-01 4.289815865696015168e-02
5.965517241379310498e+00 -2.484592592592592131e-01 1.811176398126453785e-02 6.619554973586536661e-01 4.324249942038606298e-02
5.517241379310345195e+00 -3.038888888888889306e-01 4.834171064054643835e-02 6.462346349588886651e-01 5.413465322669269025e-02
5.068965517241379004e+00 -2.655925925925926023e-01 5.006029012563027736e-02 6.574506548616622092e-01 4.652878864797316966e-02
4.620689655172413701e+00 -2.787777777777778465e-01 3.950472875447108567e-02 6.537689959628234515e-01 4.910435426809225956e-02
4.172413793103448398e+00 -2.363555555555555687e-01 2.794634875577040392e-02 6.649491496704174054e-01 4.095876316854670657e-02
3.724137931034482207e+00 -2.367629629629629251e-01 3.791239703722739524e-02 6.648509130476478735e-01 4.103515290915156488e-02
3.275862068965516904e+00 -2.096148148148148371e-01 4.582107265864120149e-02 6.710142175802642495e-01 3.601236547992185677e-02
2.827586206896551602e+00 -1.643703703703703611e-01 1.461858936446532725e-02 6.795768748592706521e-01 2.790357232864748224e-02
2.379310344827586299e+00 -1.220814814814814853e-01 1.034698156153968963e-02 6.856766147688619917e-01 2.055214593450555016e-02
1.931034482758620996e+00 -7.813333333333333242e-02 7.568746654891147715e-03 6.900916583288427830e-01 1.307532856777714886e-02
1.482758620689654805e+00 -4.105925925925926062e-02 5.122054843145138793e-03 6.923040121701862226e-01 6.850778651907393595e-03
1.034482758620690390e+00 -1.123703703703703843e-02 2.264305233244937130e-03 6.930840437304951474e-01 1.872959724846713029e-03
5.862068965517241992e-01 -1.400000000000000203e-03 2.591417723213792611e-03 6.931462005596251696e-01 2.333289716404238939e-04
1.379310344827580082e-01 -3.407407407407406848e-04 1.524630877992750027e-03 6.931471225078180698e-01 5.678899207262783652e-05
-3.103448275862064065e-01 1.807407407407407530e-03 2.218564891619461549e-03 6.931455471982879146e-01 -3.012291993460836656e-04
-7.586206896551725976e-01 5.051851851851852510e-03 3.621578371922669175e-03 6.931344199021005625e-01 -8.419727949413475252e-04
-1.206896551724138789e+00 2.389629629629629742e-02 1.220704781922743974e-02 6.928616368921748370e-01 -3.984153507863567867e-03
-1.655172413793103203e+00 8.655555555555555225e-02 9.344887762711116819e-02 6.893965570521112252e-01 -1.449830420728263902e-02
-2.103448275862069394e+00 1.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00
-2.551724137931035585e+00 1.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00
-3.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00
