1.000000000000000000e+01 -3.292444444444444507e-01 8.371143851512535122e-03 6.379218743221917176e-01 2.680752794517689969e-02
9.551724137931033809e+00 -4.031851851851852020e-01 1.266666666666666462e-02 6.095088566995086055e-01 3.389252762930151930e-02
9.103448275862069394e+00 -4.031851851851852020e-01 1.266666666666666462e-02 6.095088566995086055e-01 3.389252762930151930e-02
8.655172413793103203e+00 -4.026296296296296151e-01 1.433333333333330906e-02 6.097461427865862316e-01 3.383651715308747671e-02
8.206896551724138789e+00 -3.604740740740740579e-01 4.775646036059246619e-02 6.266906566157636194e-01 2.971578267508523385e-02
7.758620689655172598e+00 -4.190296296296295853e-01 5.307311466916060649e-02 6.025855382077027755e-01 3.551068751742522678e-02
7.310344827586206407e+00 -4.692888888888889776e-01 3.657777777777776462e-02 5.785844504232358076e-01 4.094494936995532464e-02
6.862068965517241104e+00 -5.293037037037036097e-01 4.899217148627947604e-02 5.456582491774062404e-01 4.820769575083656139e-02
6.413793103448275801e+00 -5.085111111111111359e-01 8.380701883515286055e-02 5.576114618062218975e-01 4.557765148150429158e-02
5.965517241379310498e+00 -5.667259259259258553e-01 5.749187382191987827e-02 5.226184975648300313e-01 5.331829823131183782e-02
5.517241379310345195e+00 -5.125925925925925997e-01 5.492983927519137083e-02 5.553116400636375349e-01 4.608350068793752585e-02
5.068965517241379004e+00 -5.735111111111110826e-01 6.831864501375724263e-02 5.182237112678589330e-01 5.430532484460651871e-02
4.620689655172413701e+00 -7.266666666666665719e-01 9.640983050696307066e-02 3.988660656060114551e-01 8.563435479604927791e-02
4.172413793103448398e+00 -7.215037037037037582e-01 1.091149583189388317e-01 4.035963048995402369e-01 8.410938756074184952e-02
3.724137931034482207e+00 -7.556444444444444519e-01 7.830958084854555690e-02 3.712417216122598784e-01 9.537411545242012456e-02
3.275862068965516904e+00 -9.145037037037037075e-01 3.426666666666666056e-02 1.765816598746735577e-01 5.588630044541459396e-01
2.827586206896551602e+00 -9.598518518518519560e-01 7.850445017223539601e-02 9.832725646005949227e-02 -1.866034553542507690e-01
2.379310344827586299e+00 -9.367703703703702534e-01 6.705839807000073260e-02 1.403113779614491297e-01 -1.284879797669554069e+00
1.931034482758620996e+00 -9.281481481481481666e-01 2.787971419596754416e-02 1.547729862088345620e-01 2.916967814233344836e+00
1.482758620689654805e+00 -9.139111111111111185e-01 2.450315732294243432e-02 1.775016978729158090e-01 5.419101250640397938e-01
1.034482758620690390e+00 -8.963407407407407712e-01 1.185690632961189372e-02 2.038676387084460417e-01 3.011538147906618335e-01
5.862068965517241992e-01 -8.571259259259258467e-01 1.328385056642300034e-02 2.573403538605905094e-01 1.718493535755645785e-01
1.379310344827580082e-01 -1.655259259259259375e-01 1.673609243890152379e-02 6.793845106382608856e-01 1.290688923734597399e-02
-3.103448275862064065e-01 5.421555555555556127e-01 2.147962827255216547e-02 5.379707674116342986e-01 -4.990388454359221543e-02
-7.586206896551725976e-01 8.738592592592592245e-01 1.000721002080739823e-02 2.353334820643651071e-01 -2.063361924087960264e-01
-1.206896551724138789e+00 9.044888888888887868e-01 1.419593249188403142e-02 1.918528179304963832e-01 -3.736248200820448395e-01
-1.655172413793103203e+00 9.267851851851851563e-01 1.658571947595218615e-02 1.570081979533690109e-01 -1.987696994479574375e+00
-2.103448275862069394e+00 9.291777777777777692e-01 2.650488890379415138e-02 1.530755515180141635e-01 -4.566582890154259111e+00
-2.551724137931035585e+00 9.454962962962962791e-01 4.599217205417277521e-02 1.250555429075233538e-01 4.629233207434330644e-01
-3.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00
