5.000000000000000000e-01 -1.086999999999999911e-01 7.118997583929917994e-01
5.862068965517241992e-01 2.181000000000000161e-01 4.452020148202386340e-01
6.724137931034482873e-01 5.556000000000001215e-02 3.859446882650414135e-01
7.586206896551723755e-01 -1.682599999999999929e-01 2.825249447393981539e-01
8.448275862068965747e-01 3.810000000000000192e-02 1.051143092066917500e-01
9.310344827586207739e-01 3.818000000000000560e-02 9.521758030952057195e-02
1.017241379310344751e+00 -3.259999999999997709e-03 5.599107428867568931e-02
1.103448275862068950e+00 -3.821999999999999703e-02 7.307291974459485806e-02
1.189655172413793149e+00 1.281999999999999459e-02 6.162794496005850886e-02
1.275862068965517349e+00 3.522000000000000131e-02 5.761128014547151066e-02
1.362068965517241548e+00 6.600000000000008638e-04 3.131939335300094884e-02
1.448275862068965525e+00 -1.816000000000000253e-02 1.982943266964539222e-02
1.534482758620689724e+00 -7.040000000000000251e-03 2.567283389109975208e-02
1.620689655172413923e+00 -8.020000000000001086e-03 3.222886284062780743e-02
1.706896551724137900e+00 -2.493999999999999689e-02 2.823261234813384882e-02
1.793103448275862100e+00 2.247999999999999998e-02 2.568769355158224271e-02
1.879310344827586299e+00 -1.811999999999999722e-02 3.685780243042170029e-02
1.965517241379310498e+00 -7.380000000000000275e-03 2.047153145223874066e-02
2.051724137931034697e+00 -3.860000000000001451e-03 2.652139513675703941e-02
2.137931034482758896e+00 -3.459999999999999101e-03 1.653941957869138613e-02
2.224137931034483096e+00 -1.399999999999999769e-03 1.107176589347878305e-02
2.310344827586207295e+00 -7.459999999999999618e-03 1.774734909782303346e-02
2.396551724137931050e+00 -3.400000000000000244e-03 1.409964538561165291e-02
2.482758620689655249e+00 -3.919999999999998139e-03 2.001343548719209525e-02
2.568965517241379448e+00 7.620000000000001772e-03 1.311806388153373762e-02
2.655172413793103647e+00 3.100000000000000758e-03 1.512488016481453035e-02
2.741379310344827847e+00 -3.340000000000000521e-03 1.212866027226420368e-02
2.827586206896552046e+00 -4.200000000000000608e-03 1.618097648474899758e-02
2.913793103448275801e+00 -7.000000000000001013e-03 1.355492530410994274e-02
3.000000000000000000e+00 2.600000000000001399e-04 1.354165425640457138e-02
