5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00
5.862068965517241992e-01 9.999919999999999920e-01 2.399999999999069680e-05
6.724137931034482873e-01 9.999839999999998730e-01 3.199999999998759799e-05
7.586206896551723755e-01 9.999119999999999120e-01 1.210619676033746606e-04
8.448275862068965747e-01 9.998239999999999350e-01 1.422111106770604773e-04
9.310344827586207739e-01 9.995680000000000121e-01 2.351510153071891224e-04
1.017241379310344751e+00 9.991839999999998501e-01 3.215960198758531898e-04
1.103448275862068950e+00 9.985199999999998521e-01 3.955755300824035964e-04
1.189655172413793149e+00 9.974000000000000643e-01 4.789989561575206832e-04
1.275862068965517349e+00 9.956239999999999535e-01 7.200444430727642210e-04
1.362068965517241548e+00 9.932960000000001788e-01 9.328150942175096952e-04
1.448275862068965525e+00 9.898559999999999581e-01 1.456703126927377844e-03
1.534482758620689724e+00 9.848639999999999617e-01 1.074980930063412256e-03
1.620689655172413923e+00 9.784159999999999524e-01 1.506805893272268821e-03
1.706896551724137900e+00 7.893680000000000696e-01 5.416401361199149056e-01
1.793103448275862100e+00 7.009920000000000595e-01 5.673914973772519188e-01
1.879310344827586299e+00 -1.090800000000000658e-01 7.915979029785260579e-01
1.965517241379310498e+00 1.067759999999999820e-01 7.703732016522900627e-01
2.051724137931034697e+00 1.198479999999999962e-01 3.648084217448933630e-01
2.137931034482758896e+00 -1.157440000000000274e-01 2.981530856187807332e-01
2.224137931034483096e+00 2.003279999999999783e-01 2.092617498158705625e-01
2.310344827586207295e+00 4.148800000000000404e-02 1.646622966437672475e-01
2.396551724137931050e+00 1.236400000000000138e-01 1.403812967599316897e-01
2.482758620689655249e+00 -4.503200000000000258e-02 1.889192553870568114e-01
2.568965517241379448e+00 1.332000000000000198e-02 6.455589825879584631e-02
2.655172413793103647e+00 -2.811200000000000504e-02 1.127265303999018808e-01
2.741379310344827847e+00 -6.792000000000001161e-03 7.120283544915889662e-02
2.827586206896552046e+00 -4.098399999999999266e-02 8.401513044684272291e-02
2.913793103448275801e+00 1.822400000000000062e-02 7.955378598156093162e-02
3.000000000000000000e+00 -1.191999999999999831e-02 4.037304447276672537e-02
