5.000000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00
5.862068965517241992e-01 9.999986666666667023e-01 1.474055462363055058e-06
6.724137931034482873e-01 9.999873333333333392e-01 3.855411460634584412e-06
7.586206896551723755e-01 9.999486666666665968e-01 8.459051693635638968e-06
8.448275862068965747e-01 9.998453333333333637e-01 1.348799191599041177e-05
9.310344827586207739e-01 9.995900000000000896e-01 1.803289175884825239e-05
1.017241379310344751e+00 9.991446666666666809e-01 5.126980195584324455e-05
1.103448275862068950e+00 9.983828888888888198e-01 8.228256044321975542e-05
1.189655172413793149e+00 9.971508888888888089e-01 1.227320679114779988e-04
1.275862068965517349e+00 9.953368888888889376e-01 1.267337054565946107e-04
1.362068965517241548e+00 9.927455555555555478e-01 1.677836643558725232e-04
1.448275862068965525e+00 9.891671111111112191e-01 2.402730956512188739e-04
1.534482758620689724e+00 9.842648888888889669e-01 2.357311714330334151e-04
1.620689655172413923e+00 9.777977777777779878e-01 2.362860789617744772e-04
1.706896551724137900e+00 9.691977777777778247e-01 3.957053399303156601e-04
1.793103448275862100e+00 9.578422222222222615e-01 7.845212426995999385e-04
1.879310344827586299e+00 9.424873333333334546e-01 1.366694146065215157e-03
1.965517241379310498e+00 9.205984444444444970e-01 1.792913361260858179e-03
2.051724137931034697e+00 8.903706666666666436e-01 2.816770727860796932e-03
2.137931034482758896e+00 8.488911111111111518e-01 9.535158903166866123e-03
2.224137931034483096e+00 -2.077148888888888378e-01 6.597559592785093852e-01
2.310344827586207295e+00 -2.935322222222221944e-01 3.950880665848789941e-01
2.396551724137931050e+00 8.850555555555557341e-02 1.988259702396253659e-01
2.482758620689655249e+00 1.047644444444444795e-02 9.533522548342407421e-02
2.568965517241379448e+00 -8.231777777777778832e-03 3.585866868074658043e-02
2.655172413793103647e+00 1.585111111111110705e-03 1.688273987622847597e-02
2.741379310344827847e+00 3.256888888888889028e-03 1.814380741074002670e-02
2.827586206896552046e+00 -6.775777777777778135e-03 1.345155295821468672e-02
2.913793103448275801e+00 7.015333333333333490e-03 1.707370489855564166e-02
3.000000000000000000e+00 5.046888888888889819e-03 1.326862447679384889e-02
