5.000000000000000000e-01 -1.102320000000000244e-01 3.744092083482990496e-01
5.862068965517241992e-01 -3.815200000000000535e-02 2.582223865120915618e-01
6.724137931034482873e-01 9.858000000000002178e-03 1.384377441162633060e-01
7.586206896551723755e-01 7.712199999999999611e-02 5.680770683630875090e-02
8.448275862068965747e-01 -1.917600000000000554e-02 8.178943051519554919e-02
9.310344827586207739e-01 7.491999999999998661e-03 4.932066925742188690e-02
1.017241379310344751e+00 5.200000000000030851e-05 1.994472401413466267e-02
1.103448275862068950e+00 -2.706000000000000939e-03 1.636738476360838704e-02
1.189655172413793149e+00 2.607999999999999208e-03 2.125295499454134956e-02
1.275862068965517349e+00 7.330000000000000578e-03 2.378988230319771871e-02
1.362068965517241548e+00 6.328000000000000291e-03 1.534235236200759585e-02
1.448275862068965525e+00 -3.299999999999999982e-03 1.025287471882886138e-02
1.534482758620689724e+00 2.626000000000000296e-03 1.132001784450890371e-02
1.620689655172413923e+00 -1.945999999999999813e-03 1.016203542603547581e-02
1.706896551724137900e+00 -6.759999999999999516e-03 7.039079485273626140e-03
1.793103448275862100e+00 -4.407999999999999592e-03 4.251665085587057365e-03
1.879310344827586299e+00 2.301999999999999793e-03 6.579030019691352316e-03
1.965517241379310498e+00 1.767999999999999823e-03 7.253518870176047136e-03
2.051724137931034697e+00 -1.213999999999999801e-03 6.697522228406562785e-03
2.137931034482758896e+00 -4.960000000000000216e-04 6.341985808877215712e-03
2.224137931034483096e+00 -2.119999999999999489e-04 5.571686997669557384e-03
2.310344827586207295e+00 -1.617999999999999647e-03 5.243666274659362220e-03
2.396551724137931050e+00 -1.508000000000000009e-03 3.413434633913472408e-03
2.482758620689655249e+00 -1.000000000000015667e-05 3.617659464349843798e-03
2.568965517241379448e+00 8.120000000000000048e-04 6.417327792781042650e-03
2.655172413793103647e+00 -5.359999999999998013e-04 3.668632442750295423e-03
2.741379310344827847e+00 -2.152000000000000267e-03 5.135213335393185030e-03
2.827586206896552046e+00 -1.800000000000009194e-05 1.916401836776410400e-03
2.913793103448275801e+00 2.020000000000000853e-04 2.589524280635344990e-03
3.000000000000000000e+00 -4.420000000000000101e-04 4.601099433831005829e-03
