1.000000000000000000e+01 -4.004370370370370358e-01 2.091111111111109561e-02 6.106790380746236480e-01 2.715887220741260502e-02
9.551724137931033809e+00 -3.034740740740740628e-01 4.613576256122384200e-02 6.463647084949915023e-01 1.983533797120245676e-02
9.103448275862069394e+00 -3.289037037037036981e-01 5.431251134765256033e-02 6.380383359405954469e-01 2.167857811388245251e-02
8.655172413793103203e+00 -4.454888888888888232e-01 7.081111450118450501e-02 5.903425770106706105e-01 3.089735631767825605e-02
8.206896551724138789e+00 -3.029037037037037305e-01 4.061467093549943341e-02 6.465432501573911139e-01 1.979452597089848345e-02
7.758620689655172598e+00 -3.617777777777778092e-01 4.900687222601772530e-02 6.261976217597782224e-01 2.413745533056349188e-02
7.310344827586206407e+00 -3.950592592592592767e-01 5.842716779803606292e-02 6.129429339422840517e-01 2.672916331586440777e-02
6.862068965517241104e+00 -3.526370370370370266e-01 7.830514123627464740e-02 6.296133745115928271e-01 2.344440172386793447e-02
6.413793103448275801e+00 -3.350962962962962810e-01 7.228172136023293393e-02 6.359014228475384778e-01 2.213485133732443627e-02
5.965517241379310498e+00 -3.177185185185185112e-01 6.724027958673733929e-02 6.417892266999316586e-01 2.086198265402224375e-02
5.517241379310345195e+00 -2.532444444444444387e-01 4.465770808754489923e-02 6.607289481374090112e-01 1.631955734203869787e-02
5.068965517241379004e+00 -2.448370370370370475e-01 2.773416922608606255e-02 6.628677213769640364e-01 1.574505664238984998e-02
4.620689655172413701e+00 -2.174814814814814701e-01 2.448405320722136375e-02 6.693080374193671744e-01 1.389942893342675789e-02
4.172413793103448398e+00 -2.167037037037036762e-01 3.657104253727769955e-02 6.694796174377236619e-01 1.384744719271494527e-02
3.724137931034482207e+00 -1.783407407407407441e-01 3.141693077139538076e-02 6.771590808230351088e-01 1.131321587515152736e-02
3.275862068965516904e+00 -1.306444444444444242e-01 1.468439071224438182e-02 6.845887515547790514e-01 8.230067727418653722e-03
2.827586206896551602e+00 -1.003777777777777602e-01 7.609210360117975303e-03 6.881008371682417746e-01 6.302820834890829858e-03
2.379310344827586299e+00 -6.959259259259259478e-02 6.026848935661028271e-03 6.907236576333832812e-01 4.359225732826307875e-03
1.931034482758620996e+00 -4.802962962962963045e-02 6.081314564407577956e-03 6.919933140277820804e-01 3.005028085448745168e-03
1.482758620689654805e+00 -2.388148148148148270e-02 4.238849651129821330e-03 6.928619908689858109e-01 1.492981074194645215e-03
1.034482758620690390e+00 -5.348148148148147880e-03 2.819839569710057975e-03 6.931328791474611339e-01 3.342632235269702161e-04
5.862068965517241992e-01 5.029629629629629554e-03 1.560292610874661635e-03 6.931345319195101329e-01 -3.143551037481850051e-04
1.379310344827580082e-01 1.829629629629630052e-03 1.945498832291396758e-03 6.931455067867207109e-01 -1.143518843614705054e-04
-3.103448275862064065e-01 -6.266666666666666045e-03 2.099630903614464836e-03 6.931275448758693614e-01 3.916732270135329604e-04
-7.586206896551725976e-01 -2.718518518518518549e-03 2.378469958095705446e-03 6.931434853839260057e-01 1.699077705433009705e-04
-1.206896551724138789e+00 1.148148148148148140e-02 2.199139375248769252e-03 6.930812669032243578e-01 -7.176350569050142254e-04
-1.655172413793103203e+00 3.225925925925925836e-02 7.852218719591410115e-03 6.926267603706430798e-01 -2.017163684323465718e-03
-2.103448275862069394e+00 5.658518518518518281e-02 3.859600468317193542e-03 6.915453835346548894e-01 -3.541773577141328448e-03
-2.551724137931035585e+00 1.083851851851851816e-01 7.240080333622780917e-02 6.872619519795361009e-01 -6.810900047831431464e-03
-3.000000000000000000e+00 1.397185185185185197e-01 9.102575827429372490e-02 6.833545411072718956e-01 -8.811824261617457951e-03
